,name,close_approach_date,miss_distance_km,relative_velocity_kmh,is_potentially_hazardous,absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,is_sentry_object,estimated_diameter_mean
2047,(2018 CE14),2024-08-02,42193960.45279122,67096.5090738368,False,25.7,19.2555078188,43.0566244241,False,31.156066121450003
2048,(2020 BL1),2024-08-02,15239488.955715828,29301.6806540013,False,25.9,17.561231848,39.2681081809,False,28.41467001445
2049,(2020 BL9),2024-08-02,61703607.15263244,48943.6580810394,False,22.81,72.8710414898,162.9446023625,False,117.90782192615
2050,(2020 PN1),2024-08-02,6893499.799093574,19823.3551431469,False,25.45,21.6050351196,48.3103271838,False,34.9576811517
2051,(2020 YN3),2024-08-02,49631097.68476226,42230.6043509243,False,23.38,56.0473362252,125.3256537574,False,90.68649499130001
2052,618348 (2016 PN),2024-08-02,23374373.79615736,41603.4525796463,False,20.22,240.1900301154,537.0812348557,False,388.63563248555
2053,(2023 UY3),2024-08-02,28311674.74562395,14979.5490149036,False,26.87,11.2345317672,25.1211767268,True,18.177854247
2054,(2024 NS1),2024-08-02,2025894.612326817,27300.2934768167,False,24.45,34.241673084,76.5667086792,False,55.4041908816
2055,(2024 OH2),2024-08-02,34642321.37015707,17606.6275421737,False,23.3,58.1507039646,130.0289270043,False,94.08981548444999
2056,(2024 PA),2024-08-02,6767074.549397852,29025.5344747634,False,24.92,27.5775052924,61.6651764838,False,44.6213408881
2057,(2024 PE2),2024-08-02,2752645.448004408,67690.8165659036,False,26.16,15.5795524128,34.836938254,False,25.2082453334
2058,247517 (2002 QY6),2024-08-03,26171446.071605016,86321.0149953433,False,19.73,300.992016548,673.0386096861,False,487.01531311705
2059,468730 (2010 MN51),2024-08-03,53641507.19610731,59698.766921161,False,18.36,565.6593584222,1264.852777541,False,915.2560679815999
2060,497626 (2006 QT89),2024-08-03,44118335.99080394,55884.4020872521,False,20.06,258.5562120799,578.1492662155,False,418.3527391477
2061,(2000 WC1),2024-08-03,63627332.22414661,41363.4996321116,True,22.52,83.2827345523,186.225855811,False,134.75429518165
2062,(2015 MM116),2024-08-03,29294162.586554423,15146.2650324477,False,22.04,103.8855101016,232.2950624645,False,168.09028628305
2063,(2017 FE3),2024-08-03,45366367.14192345,52076.0130122466,False,23.3,58.1507039646,130.0289270043,False,94.08981548444999
2064,(2024 BG5),2024-08-03,22757286.81602708,44167.9627769047,False,21.24,150.1602479051,335.768521834,False,242.96438486955
2065,(2024 OJ2),2024-08-03,7164236.60877668,37533.2915633299,False,24.93,27.4507981651,61.3818507339,False,44.4163244495
2066,(2024 PO),2024-08-03,1388956.353882426,41347.709956283,False,26.96,10.7784168722,24.1012728161,False,17.43984484415
2067,(2024 PZ),2024-08-03,26758096.7816521,46502.5402280984,False,23.81,45.9785188279,102.811093604,False,74.39480621595
2068,(2024 PP1),2024-08-03,828139.685045853,38641.6896964531,False,27.87,7.0885103303,15.8503909578,False,11.46945064405
2069,357621 (2005 EG94),2024-07-29,18742403.311103508,53758.4174044157,False,18.79,464.0395282463,1037.6239294056,False,750.83172882595
2070,538212 (2016 CA136),2024-07-29,66389149.21836498,67735.4494745023,True,19.35,358.5543341929,801.7518648824,False,580.15309953765
2071,(2018 LV2),2024-07-29,40887079.908139415,26268.1371178372,False,25.3,23.150212221,51.7654482198,False,37.4578302204
2072,(2021 AK3),2024-07-29,65902988.72328106,88736.1021603587,False,21.35,142.7430514752,319.1831664143,False,230.96310894475
2073,(2022 GM1),2024-07-29,25387779.963336784,33075.6984407452,False,25.66,19.6134944368,43.8571068371,False,31.73530063695
2074,(2022 MO),2024-07-29,71217956.78097893,17197.8978588609,False,20.64,197.9497586642,442.6291165029,False,320.28943758355
2075,(2022 SJ20),2024-07-29,28636151.32887099,31980.9503085186,False,24.43,34.5585073841,77.2751717118,False,55.91683954795
2076,(2024 OF),2024-07-29,7154798.733474759,36354.20973867,False,23.69,48.5909037451,108.6525638621,False,78.6217338036
2077,(2024 OH),2024-07-29,7360266.545988984,45312.9596392853,False,24.72,30.2381332572,67.6145214758,False,48.926327366500004
2078,(2024 OB1),2024-07-29,5678543.121374068,32751.690217182,False,25.21,24.1298696921,53.9560289198,False,39.04294930595
2079,(2024 OO1),2024-07-29,5530318.769257686,36102.6702609595,False,24.77,29.5498293111,66.0754270632,False,47.81262818715
2080,(2024 PF),2024-07-29,58607618.72064403,44240.8533481544,False,22.36,89.6509666415,200.465655659,False,145.05831115025
2081,523668 (2012 UV27),2024-07-24,72426779.88618928,39224.6835529439,False,19.61,318.0936332215,711.2789870931,False,514.6863101573
2082,(2015 XB128),2024-07-24,60353100.35353869,45058.940204913,False,25.4,22.1082810359,49.435619262,False,35.77195014895
2083,(2016 EJ156),2024-07-24,61956769.488783896,25333.749543443,False,25.8,18.388867207,41.1187571041,False,29.75381215555
2084,(2022 MS),2024-07-24,13027868.363387205,26077.630559365,False,25.6,20.1629919443,45.0858206172,False,32.62440628075
2085,(2022 WF10),2024-07-24,29554534.11886012,42468.6940916994,False,25.7,19.2555078188,43.0566244241,False,31.156066121450003
2086,(2023 OW2),2024-07-24,56969100.49230615,48341.9729896265,False,23.47,53.7718497693,120.23751136,False,87.00468056465
2087,(2024 DJ1),2024-07-24,65391182.96453879,36811.8354908527,False,25.08,25.6185754479,57.2848761883,False,41.4517258181
2088,(2024 EC3),2024-07-24,46096107.19736002,15016.386552267,False,28.61,5.0414443386,11.2730122458,False,8.1572282922
2089,(2024 JD41),2024-07-24,55882686.7567703,43685.1132335662,False,21.53,131.3877806011,293.7920088369,False,212.58989471899997
2090,(2024 NO1),2024-07-24,33893609.223088376,20562.7886164153,False,23.14,62.597209966,139.9716166857,False,101.28441332585001
2091,(2024 OA),2024-07-24,899318.695666954,47815.1219709716,False,25.25,23.6894499356,52.9712204056,False,38.3303351706
2092,(2024 OP),2024-07-24,3528194.316007288,38522.4502305755,False,24.31,36.5220356958,81.6657544926,False,59.0938950942
2093,(2024 PL),2024-07-24,11407538.94719392,29821.8304132327,False,25.07,25.7368254194,57.5492911629,False,41.64305829115
2094,(2024 RZ87),2024-07-24,59996800.93739057,22169.2202905602,False,21.24,150.1602479051,335.768521834,False,242.96438486955
2095,31346 (1998 PB1),2024-07-23,41470662.306033656,30023.5600901858,False,17.16,983.0033018559,2198.0622050566,False,1590.5327534562498
2096,187026 (2005 EK70),2024-07-23,51479020.49828192,65803.1991169201,False,17.36,896.5096664153,2004.6565565902,False,1450.58311150275
2097,189008 (1996 FR3),2024-07-23,60487925.98738831,132696.8063460536,False,16.41,1388.5290703597,3104.8453900588,False,2246.68723020925
2098,(2011 OB),2024-07-23,66255041.11573903,53723.5864952965,True,19.32,363.5423218434,812.9053443399,False,588.22383309165
2099,(2012 BV26),2024-07-23,15459250.665191108,46315.3885152962,False,22.11,100.5900390178,224.9261651032,False,162.7581020605
2100,(2014 EL),2024-07-23,36494840.29399652,29166.9976748358,False,27.0,10.5816885933,23.6613750114,False,17.12153180235
2101,(2015 FW33),2024-07-23,66762819.92421771,23309.7215425955,False,25.8,18.388867207,41.1187571041,False,29.75381215555
2102,(2016 CZ193),2024-07-23,28002647.85248159,65730.2347379804,False,23.47,53.7718497693,120.23751136,False,87.00468056465
2103,(2016 EE157),2024-07-23,65983798.59045639,67193.0509408618,False,20.88,177.237239257,396.314515123,False,286.77587718999996
2104,(2024 HN7),2024-07-23,23390055.751914997,28018.6083708844,False,22.27,93.4447650924,208.9488468882,False,151.1968059903
2105,(2024 LY2),2024-07-23,4594329.431953585,28157.7359195026,False,22.82,72.536229467,162.1959399198,False,117.3660846934
2106,(2024 MC1),2024-07-23,10572103.583465189,21408.7338285329,False,24.07,40.7901194028,91.209479795,False,65.9997995989
2107,(2024 NH),2024-07-23,5030851.379079615,19638.903675335,False,25.41,22.0067027115,49.2084832235,False,35.6075929675
2108,(2024 OB),2024-07-23,19244741.14033178,33471.4162160949,False,23.21,60.6114922738,135.5314169419,False,98.07145460785
2109,(2024 PG1),2024-07-23,7090659.574219053,41510.1001762148,False,24.11,40.0456158192,89.5447191727,False,64.79516749595
2110,(2024 SM5),2024-07-23,19165633.293002807,22015.2080117674,False,23.45,54.2693945693,121.3500553547,False,87.809724962
2111,403039 (2008 AE),2024-07-28,59868330.35569664,28103.7722384898,False,19.83,287.445144255,642.7468823564,False,465.0960133057
2112,523664 (2012 OD1),2024-07-28,5717301.610724083,85267.2065946772,True,18.52,525.4785303417,1175.0057145608,False,850.24212245125
2113,(2018 GQ),2024-07-28,46600253.57507787,38857.4723324185,False,23.46,54.0200493507,120.792502496,False,87.40627592335
2114,(2018 LM4),2024-07-28,70033093.2257484,60412.1397325776,False,18.72,479.2421155205,1071.6179479846,False,775.43003175255
2115,(2022 YR2),2024-07-28,72525699.32351746,61187.3159085886,False,23.54,52.0660914218,116.4233197418,False,84.2447055818
2116,(2023 CD),2024-07-28,20656253.367379837,23811.7247931529,False,24.07,40.7901194028,91.209479795,False,65.9997995989
2117,(2023 HO4),2024-07-28,21034499.8831214,22376.6842148586,False,23.15,62.3096019112,139.3285055244,False,100.81905371779999
2118,(2023 WS),2024-07-28,40618716.289146416,51836.6660119009,False,21.95,108.2816778403,242.1251923687,False,175.2034351045
2119,(2024 NZ1),2024-07-28,7462582.976950181,45887.6465292722,False,24.03,41.5484643414,92.9051906281,False,67.22682748475
2120,(2024 OK),2024-07-28,2639940.985829772,16531.2647128517,False,27.48,8.4831076189,18.9688052962,False,13.72595645755
2121,(2024 OE2),2024-07-28,2290155.64437315,31610.2781414151,False,27.24,9.4744711265,21.1855614896,False,15.33001630805
2122,(2024 PF2),2024-07-28,347965.049534249,25602.6657200511,False,25.66,19.6134944368,43.8571068371,True,31.73530063695
2123,(2015 GE1),2024-07-27,72031185.26841296,76567.9363983864,False,25.7,19.2555078188,43.0566244241,False,31.156066121450003
2124,(2023 BN6),2024-07-27,38596506.06292068,45601.6774733863,False,25.23,23.9086457171,53.4613570733,False,38.685001395200004
2125,(2023 OS),2024-07-27,46659349.89485438,41740.3681295987,False,24.34,36.0209345803,80.5452583346,False,58.28309645745
2126,(2024 MA1),2024-07-27,21143931.502935324,79912.7682344849,False,21.54,130.7841085841,292.4421571708,False,211.61313287745
2127,(2024 OL),2024-07-27,18334622.94450995,28290.9325651513,False,23.66,49.2668705504,110.1640715893,False,79.71547106985
2128,(2024 OZ1),2024-07-27,1888928.741590256,41031.6153820841,False,25.72,19.078972262,42.6618789186,False,30.8704255903
2129,(2024 OG2),2024-07-27,280293.705050399,36827.9090407408,False,29.09,4.041615334,9.0373266258,False,6.539470979900001
2130,(2024 QJ1),2024-07-27,7465843.073572369,22098.0188114252,False,25.09,25.5008687857,57.0216760901,False,41.261272437900004
2131,(2007 SQ6),2024-07-26,36362232.05961519,16010.3693220345,False,22.2,96.5061469579,215.7943048444,False,156.15022590115
2132,(2010 VB),2024-07-26,50056654.16785644,69500.126257204,False,25.6,20.1629919443,45.0858206172,False,32.62440628075
2133,(2011 AM24),2024-07-26,6449227.650076241,22333.144120852,True,20.47,214.0695896707,478.6741544192,False,346.37187204495
2134,(2012 BB14),2024-07-26,51189035.33458016,46250.1084985423,False,24.99,26.7026877056,59.7090248917,False,43.20585629865
2135,(2016 JX11),2024-07-26,71938364.51737066,57776.1293746102,False,25.0,26.58,59.4346868419,True,43.00734342095
2136,(2017 XY61),2024-07-26,62557463.32488256,93822.7170786293,False,26.2,15.2951935344,34.201092472,False,24.7481430032
2137,(2018 FZ2),2024-07-26,63886988.080242224,82132.986149635,False,24.3,36.6906137531,82.0427064882,False,59.366660120649996
2138,(2020 OV1),2024-07-26,34972786.7151751,60062.10165725,False,18.72,479.2421155205,1071.6179479846,False,775.43003175255
2139,(2022 OW3),2024-07-26,26171756.487185262,44871.2435133112,False,26.44,13.694777373,30.6224531427,False,22.158615257850002
2140,(2024 AV),2024-07-26,23928673.084189508,16120.257956539,False,26.53,13.1387780601,29.3792008837,False,21.2589894719
2141,(2024 MH1),2024-07-26,1795939.109512505,20922.9236392776,False,25.5,21.113244479,47.2106498806,True,34.1619471798
2142,(2024 NO2),2024-07-26,31466692.47754312,23139.8976015982,False,23.36,56.5659358422,126.4852777541,False,91.52560679815
2143,(2024 NN3),2024-07-26,10545779.534431487,97394.3651061292,True,20.65,197.0402621378,440.5954204445,False,318.81784129115
2144,(2024 OJ),2024-07-26,5013387.578052194,28441.5316610746,False,26.22,15.1549663572,33.8875349715,False,24.52125066435
2145,(2024 OQ),2024-07-26,38685244.3928092,8844.0926464198,False,22.04,103.8855101016,232.2950624645,False,168.09028628305
2146,(2024 RA16),2024-07-26,1530136.800531136,4605.8017967946,False,28.81,4.5978518828,10.2811093604,True,7.4394806216
2147,523728 (2014 ON344),2024-07-25,49880834.39424837,49278.3257553361,False,22.6,80.2703167283,179.4898847799,False,129.8801007541
2148,(2006 XP4),2024-07-25,48069089.76113761,35383.2949009892,False,23.9,44.1118199997,98.6370281305,False,71.3744240651
2149,(2008 MG1),2024-07-25,42038375.8106719,68659.3453106747,False,19.85,284.8098313322,636.8541435189,False,460.83198742555
2150,(2011 MW1),2024-07-25,3859106.150828118,28945.5217406538,False,22.32,91.3177025518,204.1925904549,False,147.75514650335
2151,(2020 BG1),2024-07-25,35069370.61559704,46882.0221996812,False,22.08,101.9893858518,228.0551997482,False,165.0222928
2152,(2020 PP1),2024-07-25,11193581.994109528,17461.4437550985,False,26.68,12.2618211318,27.4182655787,False,19.84004335525
2153,(2021 PK1),2024-07-25,11990237.251596034,35753.1731896748,False,25.95,17.1614894077,38.3742569109,False,27.767873159300002
2154,(2023 FQ4),2024-07-25,30418870.713968188,25927.89707729,False,27.61,7.9901508124,17.866520367,False,12.9283355897
2155,(2024 NN1),2024-07-25,7859131.72994137,47028.3862879595,False,22.36,89.6509666415,200.465655659,False,145.05831115025
2156,(2024 NV1),2024-07-25,5385758.009138456,36601.3461287376,False,25.16,24.6919265606,55.212826285,False,39.9523764228
2157,(2024 OA2),2024-07-25,1638299.351694276,32931.010570029,False,27.45,8.6011194012,19.2326876637,False,13.91690353245
2158,(2024 PX),2024-07-25,14757736.57130848,42881.623563019,False,23.88,44.5199816448,99.5497053148,False,72.0348434798
2159,(2024 QN2),2024-07-25,20804925.91471473,23274.387374395,False,23.41,55.2783379432,123.6061213242,False,89.44222963370001
2160,(2024 RZ15),2024-07-25,28601160.29731927,14246.4953317386,False,23.39,55.7898221067,124.7498346832,False,90.26982839495
2161,(2011 OB57),2024-07-19,17122998.469585974,18781.5655686811,False,26.0,16.7708462163,37.5007521798,False,27.13579919805
2162,(2014 MJ6),2024-07-19,16208691.772760736,55236.8235654558,True,21.77,117.639989374,263.0510131126,False,190.3455012433
2163,(2014 YV43),2024-07-19,45762971.7547593,113999.379597563,False,18.1,637.6097898754,1425.7388332807,False,1031.67431157805
2164,(2019 NB5),2024-07-19,31928774.238024168,50838.9380776001,False,20.49,212.1069878758,474.2856433931,False,343.19631563445
2165,(2021 KE2),2024-07-19,25347067.366769683,78143.7531093196,False,19.83,287.445144255,642.7468823564,False,465.0960133057
2166,(2015 KX200),2024-07-19,51983412.74009911,19041.5950861445,False,21.55,130.1832101881,291.0985075098,False,210.64085884895002
2167,(2021 RM3),2024-07-19,59984643.02873696,16027.8222626182,False,27.69,7.7011392561,17.2202708809,False,12.4607050685
2168,(2021 UV1),2024-07-19,32684476.28572946,58089.6145026713,False,27.4,8.801465209,19.6806745089,True,14.24106985895
2169,(2022 AV13),2024-07-19,74777101.96878242,26427.757065054,False,31.82,1.1496217629,2.5706324102,True,1.86012708655
2170,(2022 QV1),2024-07-19,70641447.63965446,13238.5949684538,False,24.03,41.5484643414,92.9051906281,False,67.22682748475
2171,(2023 HG3),2024-07-19,30777122.083124064,61217.5511775092,False,26.63,12.5474356368,28.0569190272,False,20.302177332
2172,66407 (1999 LQ28),2024-07-18,45844207.58690966,40937.2028881279,False,18.93,435.0658313955,972.8367736878,False,703.95130254165
2173,403775 (2011 HS4),2024-07-18,30635503.943027303,57122.7955313591,True,20.9,175.6123184804,392.6810818086,False,284.1467001445
2174,(2012 XJ16),2024-07-18,71418471.54265554,74858.6410051086,False,23.7,48.3676488219,108.1533506775,False,78.2604997497
2175,(2018 AZ11),2024-07-18,72207940.89637616,37356.5656712149,False,25.7,19.2555078188,43.0566244241,False,31.156066121450003
2176,(2018 GD5),2024-07-18,65858295.53683028,19677.2124990728,False,27.8,7.3207398935,16.3696720474,False,11.845205970450001
2177,(2021 XN4),2024-07-18,60631666.876381,41485.2090332915,False,23.79,46.4039528246,103.7623929406,False,75.0831728826
2178,(2021 FD50),2024-07-18,44128100.27369841,54576.1869183058,False,26.89,11.1315329608,24.8908643942,False,18.0111986775
2179,(2022 CW5),2024-07-18,67322485.79647952,79226.1041385773,False,23.15,62.3096019112,139.3285055244,False,100.81905371779999
2180,(2024 BZ1),2024-07-18,72772648.60581145,61408.1618092602,False,23.69,48.5909037451,108.6525638621,False,78.6217338036
2181,(2024 EZ1),2024-07-18,38772943.466294825,12389.547869979,False,26.95,10.828167784,24.2125192369,False,17.52034351045
2182,(2024 GH6),2024-07-18,44438135.366725855,54552.1673575325,False,20.7,192.5550781879,430.566244241,False,311.56066121444996
2183,(2024 MD3),2024-07-18,14464104.046978466,30775.5145425883,False,23.41,55.2783379432,123.6061213242,False,89.44222963370001
2184,(2024 PN),2024-07-18,31624557.604552504,14463.4639630381,False,24.59,32.1036917371,71.7860370529,False,51.944864394999996
2185,10860 (1995 LE),2024-07-20,43014736.21260589,47985.4003540784,False,16.99,1063.053144865,2377.0590956131,False,1720.05612023905
2186,341843 (2008 EV5),2024-07-20,21098559.08231559,17804.3235207579,True,20.05,259.7496533301,580.817881978,False,420.28376765404994
2187,(2004 HQ1),2024-07-20,60295414.47240011,28267.7304020327,False,23.47,53.7718497693,120.23751136,False,87.00468056465
2188,(2010 DJ77),2024-07-20,44099489.48658368,45975.5301011368,True,21.13,157.96285576,353.2156833994,False,255.5892695797
2189,(2011 YX10),2024-07-20,55718682.31269356,69800.7577060282,False,21.52,131.9942390415,295.1480911351,False,213.5711650883
2190,(2012 UW68),2024-07-20,44971533.46867266,19481.6280566414,False,24.8,29.1443904535,65.1688382168,False,47.156614335149996
2191,(2014 YJ14),2024-07-20,69440049.49560623,102557.8373772852,False,18.38,560.4733622523,1253.2565375739,False,906.8649499131
2192,(2018 FP5),2024-07-20,73713216.38592689,107487.0173278606,False,25.7,19.2555078188,43.0566244241,False,31.156066121450003
2193,(2019 AN5),2024-07-20,73493752.57069014,13623.5827501327,True,21.07,162.3883902199,363.1114792885,False,262.7499347542
2194,(2020 PY4),2024-07-20,25869555.83460972,75344.3926994146,True,21.24,150.1602479051,335.768521834,False,242.96438486955
2195,(2022 QL2),2024-07-20,42063379.53882456,47953.6792235165,False,22.72,75.9547566429,169.839999068,False,122.89737785545
2196,(2024 NZ3),2024-07-20,63300446.14280642,57809.8371688765,False,19.09,404.1615334029,903.7326625794,False,653.94709799115
2197,(2024 OO2),2024-07-20,11855586.886610908,40917.2571268639,False,24.22,38.0675543627,85.1216392921,False,61.5945968274
2198,21088 Chelyabinsk (1992 BL2),2024-07-22,52080143.72514684,71135.1011425799,False,14.39,3520.0998005474,7871.1824416075,False,5695.6411210774495
2199,217430 (2005 SN25),2024-07-22,33087033.59228984,26510.5295420536,True,19.55,327.0054392819,731.2063912466,False,529.10591526425
2200,226554 (2003 WR21),2024-07-22,70294605.38197371,78572.9365774927,True,19.62,316.6321257337,708.0109570008,False,512.32154136725
2201,(2013 LW28),2024-07-22,26208408.14485271,89986.5040460191,False,18.86,449.3191996308,1004.7082739702,False,727.0137368005
2202,(2018 RW1),2024-07-22,66016011.97851668,73802.5022773087,False,23.4,55.5334911581,124.1766612574,False,89.85507620775
2203,(2018 SO2),2024-07-22,47461042.05278464,61658.5348303204,False,25.9,17.561231848,39.2681081809,False,28.41467001445
2204,(2019 UT8),2024-07-22,23322742.9187266,71548.7573740298,False,27.2,9.6506146958,21.5794304844,False,15.6150225901
2205,(2021 LC5),2024-07-22,61659682.555158354,65264.2124541314,False,24.33,36.1871996599,80.917038355,False,58.55211900745
2206,(2021 NK2),2024-07-22,55588668.82344781,66026.4725787854,False,24.87,28.2198679103,63.1015429636,False,45.660705436949996
2207,(2022 OF1),2024-07-22,34406507.315557815,97508.464651328,False,24.61,31.8093633221,71.1278987093,False,51.4686310157
2208,(2022 YL),2024-07-22,25231398.338565044,13986.9154472282,False,26.49,13.3830461816,29.925401008,False,21.6542235948
2209,709992 (2013 LW28),2024-07-22,26208408.099973347,89986.5038981686,False,18.88,445.1998164478,995.4970531478,False,720.3484347978
2210,(2024 OY1),2024-07-22,2509767.41190333,39358.5115137649,False,26.07,16.238839022,36.3111479288,False,26.2749934754
2211,(2024 PU),2024-07-22,2104183.545955621,34496.9398124834,False,25.99,16.8482569252,37.6738477871,False,27.261052356150003
2212,(2006 GB),2024-07-21,65089739.60630077,63695.2884195334,True,20.34,227.2767322847,508.2062230927,False,367.7414776887
2213,(2009 KM),2024-07-21,68155113.80657983,82627.8477407698,False,20.35,226.2324905542,505.8712275983,False,366.05185907625
2214,(2012 FN62),2024-07-21,39823040.40403544,25761.0516752184,False,17.79,735.4530893504,1644.5231020497,False,1189.98809570005
2215,(2015 DO155),2024-07-21,59318050.07428119,67795.7221677776,False,21.64,124.8978540673,279.2800919383,False,202.0889730028
2216,(2017 TF1),2024-07-21,36144494.28964272,8728.1435766493,False,26.7,12.14940408,27.1668934089,False,19.65814874445
2217,(2019 GM1),2024-07-21,20664191.88306989,10892.2194581842,False,27.25,9.4309398858,21.0882226764,False,15.259581281100001
2218,(2020 OT4),2024-07-21,17594935.58814475,23864.2856618702,False,26.3,14.6067964271,32.6617897446,False,23.63429308585
2219,(2020 SR6),2024-07-21,49164993.117878616,56648.7816931022,False,25.7,19.2555078188,43.0566244241,False,31.156066121450003
2220,(2021 PK2),2024-07-21,69781964.19392642,72076.339232167,False,23.84,45.3476698997,101.400472517,False,73.37407120835
2221,(2022 EV4),2024-07-21,64534845.47225813,48841.9366404334,False,26.74,11.9276524644,26.6710417224,False,19.299347093399998
2222,613403 (2006 GB),2024-07-21,65089800.56743279,63695.3227689506,True,20.23,239.0864571707,534.6135707332,False,386.85001395195
2223,(2022 ML3),2024-07-21,70586318.76010886,56469.9184819373,False,27.32,9.1317702552,20.4192590455,False,14.775514650349999
2224,(2022 SE11),2024-07-21,62476378.76609834,62343.4540329929,False,28.74,4.748483974,10.6179329558,False,7.6832084649
2225,(2022 YB1),2024-07-21,19038047.343353327,63756.058572617,False,25.71,19.1670367967,42.8587972046,False,31.01291700065
2226,(2023 XR14),2024-07-21,64764198.78380655,57010.3335415912,False,28.34,5.7089334002,12.765563162,True,9.2372482811
2227,(2024 CX1),2024-07-21,43595226.45244681,51678.7482084743,False,23.16,62.0233152954,138.6883491905,False,100.35583224295
2228,(2024 LN1),2024-07-21,19892500.30638624,51030.9232964593,False,21.48,134.4481951604,300.6353038309,False,217.54174949564998
2229,(2024 LE6),2024-07-21,55024644.04324887,64742.2840413475,False,20.62,199.78136523,446.7247132921,False,323.25303926105
2230,(2024 MG1),2024-07-21,4250393.23257588,33649.9327930531,False,23.93,43.5065831396,97.2836773688,False,70.3951302542
2231,(2024 PL6),2024-07-21,10307926.251427118,36893.7453265999,False,24.92,27.5775052924,61.6651764838,False,44.6213408881
2232,368184 (2000 RN77),2024-07-17,20565791.71490828,47723.7009930775,False,19.46,340.84346887,762.1491660801,False,551.49631747505
2233,(2010 MA),2024-07-17,28998985.94292984,31866.6575897482,False,25.7,19.2555078188,43.0566244241,False,31.156066121450003
2234,(2017 PL26),2024-07-17,74519337.05968319,84460.217796513,False,22.2,96.5061469579,215.7943048444,False,156.15022590115
2235,(2019 JH1),2024-07-17,38078435.8484928,50840.5270453967,False,19.3,366.9061375314,820.4270648822,False,593.6666012068
2236,(2019 YQ5),2024-07-17,51934238.379372045,25529.6582463073,False,25.09,25.5008687857,57.0216760901,False,41.261272437900004
2237,(2021 AA5),2024-07-17,48711199.25891302,59126.7749440403,False,25.8,18.388867207,41.1187571041,False,29.75381215555
2238,(2021 OT),2024-07-17,19459325.76119933,35002.7430496735,False,26.24,15.0160247905,33.5768521834,False,24.29643848695
2239,(2022 WB5),2024-07-17,49403607.64460427,26208.2092791646,False,25.65,19.7040262138,44.0595420444,False,31.881784129099998
2240,(2023 UN9),2024-07-17,44631942.95278037,39039.0753432492,False,20.69,193.4438720459,432.5536477254,False,312.99875988565003
2241,(2024 BE1),2024-07-17,72843442.74599239,27563.7672842999,False,28.94,4.3306688548,9.6836699473,False,7.00716940105
2242,(2024 CJ1),2024-07-17,57380732.959172845,19140.1696345198,False,28.43,5.4771543095,12.2472893592,True,8.86222183435
2243,(2024 NF),2024-07-17,4832782.288261128,73029.2097631586,False,23.53,52.3064175804,116.9607053693,False,84.63356147485
2244,(2024 NJ3),2024-07-17,1226981.189952449,23190.1940826784,False,26.9,11.0803882126,24.7765012606,False,17.9284447366
2245,(2024 NM3),2024-07-17,778539.62861992,26527.3983902309,False,25.06,25.855621208,57.8149266216,False,41.8352739148
2246,(2024 PM),2024-07-17,10769265.363202125,39748.7512958432,False,23.17,61.7383440472,138.0511341077,False,99.89473907745
2247,337252 (2000 SD8),2024-07-16,28304624.21297064,22468.0682548261,False,20.83,181.3656249029,405.5458660645,False,293.4557454837
2248,(2014 WD365),2024-07-16,48007447.91392475,64300.8218274032,False,19.81,290.1048414281,648.694146035,False,469.39949373155
2249,(2016 AZ165),2024-07-16,26479498.55902113,50908.409545824,False,21.0,167.7084621628,375.0075217981,False,271.35799198045004
2250,(2019 ON),2024-07-16,68107148.43599896,61480.0535408575,False,25.15,24.8058993152,55.4676771118,False,40.1367882135
2251,(2021 KG),2024-07-16,58305979.22463864,68500.3319332618,False,27.84,7.1871213318,16.0708918604,False,11.6290065961
2252,(2021 WD5),2024-07-16,55756646.10823856,27049.5174265783,False,22.76,74.5684260968,166.7400697275,False,120.65424791215
2253,(2022 UE3),2024-07-16,51934981.04303788,41897.6395659324,False,24.61,31.8093633221,71.1278987093,False,51.4686310157
2254,(2023 UR3),2024-07-16,43751938.0602002,23862.8305853951,False,26.27,14.8099972066,33.1161605006,False,23.963078853600003
2255,(2024 BV6),2024-07-16,28981413.204733487,42121.1634891772,False,21.75,118.7284987937,265.4849941693,False,192.1067464815
2256,(2024 BY15),2024-07-16,6198354.640048966,2547.9423697791,False,26.78,11.709948272,26.1842403492,True,18.9470943106
2257,(2024 JJ20),2024-07-16,30997747.151826687,29436.9825690805,False,21.57,128.9896833431,288.4297003513,False,208.70969184720002
2258,(2024 KV),2024-07-16,8457660.914780704,58097.9797260941,False,21.37,141.4343753131,316.2568775553,False,228.84562643419997
2259,(2024 NM2),2024-07-16,31304662.321436133,33577.2749798065,False,23.47,53.7718497693,120.23751136,False,87.00468056465
2260,162783 (2000 YJ11),2024-07-09,64973448.81942883,23574.4496295344,True,20.91,174.8054531691,390.8768761237,False,282.8411646464
2261,(1997 RT),2024-07-09,59662485.2274347,62122.1427565423,False,19.96,270.7415909448,605.396601689,False,438.0690963169
2262,(2011 GG60),2024-07-09,58889237.99746071,47673.2287436598,False,22.16,98.3003301856,219.8062205057,False,159.05327534565
2263,(2014 KE45),2024-07-09,38973784.33636825,57183.6926429654,False,20.2,242.4124811008,542.0507863358,False,392.23163371830003
2264,(2014 LX14),2024-07-09,48958806.71199585,22310.6103361539,False,21.83,114.4339730687,255.882142717,False,185.15805789285
2265,(2014 UW33),2024-07-09,74461483.19509637,59503.3129335254,False,22.81,72.8710414898,162.9446023625,False,117.90782192615
2266,(2015 XF261),2024-07-09,49325636.42693177,41783.9171722736,False,25.25,23.6894499356,52.9712204056,False,38.3303351706
