,name,close_approach_date,miss_distance_km,relative_velocity_kmh,is_potentially_hazardous,absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,is_sentry_object
0,16657 (1993 UB),2024-10-27,59211040.817977235,57205.6657200173,False,16.55,1301.8321018813,2910.9850750981,False
1,189700 (2001 TA45),2024-10-27,56855437.43690013,21992.0374852041,False,19.18,387.7528303812,867.0416872003,False
2,(2016 BF1),2024-10-27,3965309.089572554,33240.4050891207,False,25.4,22.1082810359,49.435619262,False
3,(2017 HG1),2024-10-27,64271328.34553994,56681.8067289107,False,27.5,8.4053340207,18.7948982439,False
4,(2018 HA1),2024-10-27,8580749.51862416,87039.9727595878,False,22.1,101.054341542,225.9643771094,False
5,(2019 VF5),2024-10-27,39557875.77093473,91900.0246901252,False,27.5,8.4053340207,18.7948982439,False
6,(2020 AY1),2024-10-27,35262157.64498242,20691.9909322594,False,25.2,24.2412481101,54.2050786336,False
7,(2020 SS4),2024-10-27,22040967.61934203,43606.6977931909,False,24.3,36.6906137531,82.0427064882,False
8,(2020 WT4),2024-10-27,32520804.921310276,39590.0606264011,False,27.79,7.3545308935,16.4452310205,True
9,(2022 AM5),2024-10-27,64522916.52314454,28137.6221832354,False,23.48,53.5247905613,119.6850701766,False
10,(2022 CJ),2024-10-27,66149831.955645,79910.1635788181,False,26.76,11.8182990893,26.4265201422,False
11,(2023 AP1),2024-10-27,57622233.109132506,28675.1006316122,False,25.64,19.7949758664,44.2629116503,False
12,(2023 FD4),2024-10-27,56175305.18705916,77643.5831071182,False,25.56,20.5378499518,45.924028604,False
13,(2023 TN3),2024-10-27,74586326.8512311,63920.6211717097,False,27.51,8.3667150189,18.7085435306,False
14,(2023 XH),2024-10-27,26503634.230573323,16782.1484781566,False,26.69,12.2054831812,27.2922900914,False
15,(2024 SB6),2024-10-27,18411663.6035919,31803.1890337496,False,23.29,58.4191154186,130.6291132614,False
16,(2024 TT14),2024-10-27,52039599.69545965,37112.2859069456,False,22.725,75.7800655503,169.4493779098,False
17,(2024 UE2),2024-10-27,12396891.654861249,46763.3514341221,False,25.188,24.3755810315,54.5054561774,False
18,(2024 UQ4),2024-10-27,10683728.143495653,70985.9607056068,False,25.543,20.6992674796,46.2849691688,False
19,483560 (2004 BV1),2024-10-28,71688027.8456269,76318.0888179766,True,19.26,373.7274319137,835.6799428155,False
20,523660 (2012 KY41),2024-10-28,20957003.563887216,53220.8317647978,False,18.18,614.5468212287,1374.1684676237,False
21,(2006 KA),2024-10-28,45193754.34273394,104304.4643106126,False,19.3,366.9061375314,820.4270648822,False
22,(2009 JM1),2024-10-28,42998735.044913255,57201.1625244251,False,23.2,60.8912622106,136.1570015386,False
23,(2015 AP44),2024-10-28,65203239.27091317,24539.2147674451,False,26.2,15.2951935344,34.201092472,False
24,(2015 KN122),2024-10-28,63954995.855375916,76728.9490492378,False,20.39,222.1032822459,496.6380371276,False
25,(2016 UO41),2024-10-28,61597939.6545843,95089.396548793,False,24.4,35.0392641108,78.3501764334,False
26,(2017 HJ49),2024-10-28,13924429.880551336,52686.7032866911,False,23.07,64.6479825612,144.557283615,False
27,(2019 QC4),2024-10-28,22256885.620984677,47229.9795307588,False,23.48,53.5247905613,119.6850701766,False
28,(2020 WG),2024-10-28,3325778.91339233,33947.0989116607,True,21.73,119.8270800671,267.9414965754,False
29,(2021 VH1),2024-10-28,14303076.720193023,43510.8654078674,False,26.42,13.8214935879,30.905799213,False
30,(2023 BJ5),2024-10-28,44534947.119663596,55346.6651425711,False,28.31,5.7883525749,12.9431498352,False
31,(2024 JN),2024-10-28,23141650.8973057,10419.8870788415,False,28.26,5.9231806268,13.2446345244,True
32,(2024 JF17),2024-10-28,36443884.566712864,70528.4783342032,False,24.25,37.5452479361,83.9537266171,False
33,(2024 LZ),2024-10-28,66796707.716357544,59031.2084756958,False,21.73,119.8270800671,267.9414965754,False
34,(2024 TQ2),2024-10-28,11753993.492074993,18382.0798773492,False,25.25,23.6894499356,52.9712204056,False
35,(2024 SE26),2024-10-28,3742056.079967,45534.6986459756,False,22.63,79.1689666942,177.0271912367,False
36,(2024 TS6),2024-10-28,31997799.03931727,13091.9931297428,False,24.3,36.6906137531,82.0427064882,False
37,(2024 UX),2024-10-28,2805957.446459077,16832.2975713604,False,27.843,7.1771988125,16.0487044329,False
38,(2024 UQ1),2024-10-28,237701.097091219,23776.7913873516,False,27.711,7.6270216049,17.0545387744,False
39,(2024 UO2),2024-10-28,3392563.067708145,18060.4868360851,False,27.663,7.7974926957,17.4357237217,False
40,(2024 UT2),2024-10-28,2422598.438470048,32101.5030379537,False,26.921,10.9737478414,24.5380461414,False
41,(2024 UF4),2024-10-28,1868235.361906127,48681.7491564068,False,27.488,8.4519121948,18.8990502074,False
42,(2024 UO4),2024-10-28,68796.485023907,30113.692600983,False,30.212,2.4107655492,5.3906356459,False
43,(2024 UT4),2024-10-28,3243270.018328057,29931.9727554852,False,27.566,8.1537046606,18.2322378897,False
44,(2024 UA5),2024-10-28,8674005.719146464,16416.3259663744,False,27.139,9.9255590307,22.1942247074,False
45,154807 (2004 PP97),2024-10-25,30422370.36165961,29795.9434034566,False,18.62,501.8281005898,1122.1217459384,False
46,219071 (1997 US9),2024-10-25,53075710.922811195,43543.8871115224,False,17.13,996.6782399685,2228.6402962644,False
47,474179 (1999 VS6),2024-10-25,68216687.24268675,82867.6932576505,False,19.08,406.0270582797,907.9041030176,False
48,(2010 EX11),2024-10-25,24416261.416143637,22567.9611918101,False,24.11,40.0456158192,89.5447191727,False
49,(2013 UN5),2024-10-25,35312826.33883291,34731.0628611483,False,23.24,59.7798714231,133.6718561883,False
50,(2014 UC58),2024-10-25,61314743.526459105,61941.4818490912,False,23.05,65.2461629789,145.8948556919,False
51,(2016 UX35),2024-10-25,31602127.33375853,39076.6088195971,False,23.32,57.6175751061,128.836814636,False
52,(2017 UA45),2024-10-25,70268444.42453788,70622.4797304451,False,26.1,16.0160337979,35.8129403019,True
53,(2020 FZ5),2024-10-25,48351155.70727454,55532.112795693,False,25.3,23.150212221,51.7654482198,False
54,(2020 VC),2024-10-25,34065237.728132434,65745.4971894332,False,25.1,25.3837029364,56.7596852866,False
55,(2021 GO),2024-10-25,65609020.95012438,36959.7755292062,False,25.39,22.2103282246,49.6638037128,False
56,(2022 HQ4),2024-10-25,33769993.81034572,63018.2998635602,False,22.14,99.2098919421,221.8400624229,False
57,(2022 KG9),2024-10-25,55559839.21952862,58912.1809913963,False,22.27,93.4447650924,208.9488468882,False
58,(2024 HM),2024-10-25,30321083.20892337,35958.9939311344,False,24.1,40.2304579834,89.9580388169,False
59,(2024 JO12),2024-10-25,54762526.26996645,63871.9147577736,False,21.57,128.9896833431,288.4297003513,False
60,(2024 SZ4),2024-10-25,42167973.86663267,39291.4520259577,False,20.98,169.2602494573,378.4774236751,False
61,(2024 TF2),2024-10-25,16742762.48169085,19615.7109717621,False,25.06,25.855621208,57.8149266216,False
62,164294 (2004 XZ130),2024-10-26,25201417.279840473,37093.550882782,False,20.45,216.0503511964,483.1032718379,False
63,253586 (2003 TX7),2024-10-26,58585393.17453514,72293.0605298179,False,19.36,356.9069266704,798.0681496756,False
64,363267 (2002 GS),2024-10-26,70923456.66380185,39479.2611735841,False,20.03,262.1530872808,586.1921236712,False
65,(2002 AB2),2024-10-26,42808577.73664545,60017.913963382,False,23.28,58.6887658036,131.2320698525,False
66,(2007 UT3),2024-10-26,6763419.843514178,37359.2676055428,False,25.9,17.561231848,39.2681081809,True
67,(2016 NF),2024-10-26,57221080.765928015,48843.423694607,False,18.14,625.9720996596,1399.716166857,False
68,(2024 FH1),2024-10-26,31976210.86989331,23722.5538873356,False,25.72,19.078972262,42.6618789186,False
69,(2024 RX15),2024-10-26,52084053.25604227,11386.473341639,False,20.81,183.0437803683,409.2983357621,False
70,(2024 TB2),2024-10-26,1176077.343210105,10584.7162088955,False,25.03,26.2153087281,58.6192123671,False
71,(2024 UN2),2024-10-26,212389.287085089,37718.1072416434,False,26.185,15.401214751,34.4381631194,True
72,(2009 TD8),2024-10-23,40038781.47627724,52465.7793493368,False,26.9,11.0803882126,24.7765012606,False
73,(2009 WD),2024-10-23,72675786.15415555,78094.2720576812,False,20.54,207.2788433771,463.4895840887,False
74,(2016 ED86),2024-10-23,60565916.802381776,21413.6727116733,False,25.3,23.150212221,51.7654482198,False
75,(2016 SF35),2024-10-23,33739717.639902994,16574.0212182811,False,23.14,62.597209966,139.9716166857,False
76,(2016 UR31),2024-10-23,28298782.790141813,51718.9101713694,False,24.7,30.5179232594,68.2401509401,False
77,(2017 RL2),2024-10-23,14929627.530855669,4966.9783913481,False,26.12,15.8691979174,35.4846052917,False
78,(2019 AQ5),2024-10-23,44108137.170976475,43325.036594699,False,25.4,22.1082810359,49.435619262,False
79,(2019 CN2),2024-10-23,36943537.53304867,49092.3006434392,False,28.4,5.5533491158,12.4176661257,False
80,(2019 SV6),2024-10-23,30072442.8872667,69485.9104911118,False,23.8,46.1907460282,103.2856480504,False
81,(2023 TT19),2024-10-23,57471113.978392474,46438.3007099132,False,23.18,61.4546821229,137.4168467624,False
82,(2024 SB),2024-10-23,15934395.461278424,31366.9310344547,False,23.07,64.6479825612,144.557283615,False
83,(2024 TX23),2024-10-23,15141447.17917137,40596.6331064419,False,25.051,25.9630061733,58.0550467038,False
84,(2024 UT),2024-10-23,46364.808009952,41785.5562814808,False,29.941,2.7312092624,6.1071695715,False
85,(2024 UK2),2024-10-23,2912246.26934068,30018.3850122518,False,27.784,7.3748803142,16.4907337084,False
86,(2024 UT3),2024-10-23,7113275.062135877,31957.667182766,False,23.461,53.9951779259,120.7368882995,False
87,(2024 UH4),2024-10-23,2076305.264811345,60068.337932687,False,26.864,11.2656168515,25.1906850884,False
88,363305 (2002 NV16),2024-10-24,4519177.67037719,17541.6496621318,True,21.4,139.4938229344,311.9176705226,False
89,(2005 EA),2024-10-24,26480320.22532211,77640.494655244,True,20.94,172.4070324371,385.5138443284,False
90,(2012 DT60),2024-10-24,20084598.018706232,15559.5264618336,False,22.55,82.1400525962,183.6707412805,False
91,(2015 HM1),2024-10-24,5526492.265180104,39158.3406034498,False,25.2,24.2412481101,54.2050786336,False
92,(2015 XX169),2024-10-24,30999488.336395405,18846.5793505691,False,27.4,8.801465209,19.6806745089,False
93,(2017 FW2),2024-10-24,68890325.68834761,69961.5257857099,False,25.6,20.1629919443,45.0858206172,False
94,(2017 UU1),2024-10-24,14967423.298073085,27861.2465198709,False,26.9,11.0803882126,24.7765012606,False
95,(2020 HR8),2024-10-24,57717991.06475439,48962.3764114325,False,26.9,11.0803882126,24.7765012606,False
96,(2020 UF6),2024-10-24,73633030.47650756,37457.0982080554,False,22.46,85.6160084723,191.4432149063,False
97,(2020 WT5),2024-10-24,73381712.98128894,12113.2189788907,False,22.25,94.3093988583,210.8822267643,False
98,(2020 YC5),2024-10-24,48454513.23469243,32332.4646547999,False,21.6,127.2198785394,284.4722965033,False
99,(2021 UE2),2024-10-24,5289407.077479462,25691.6406267285,False,24.72,30.2381332572,67.6145214758,False
100,(2022 UP20),2024-10-24,8822948.634711817,34557.099630746,False,25.09,25.5008687857,57.0216760901,False
101,(2023 TG14),2024-10-24,2546262.425641097,24857.809949978,False,25.82,18.2202770591,40.7417780731,False
102,(2024 RD8),2024-10-24,69008198.98132755,53413.9479687337,False,20.59,202.5606008648,452.9392730968,False
103,(2024 RU17),2024-10-24,60844905.62505131,43482.6806722783,False,21.07,162.3883902199,363.1114792885,False
104,(2024 TH2),2024-10-24,20332134.951353148,43959.3010698208,False,21.6,127.2198785394,284.4722965033,False
105,(2024 TR6),2024-10-24,5661399.280271003,54733.1510959816,False,24.35,35.8554334193,80.1751864882,False
106,(2024 TT8),2024-10-24,10999742.319311894,15017.15329928,False,25.59,20.2560600865,45.2939273097,False
107,(2024 TE10),2024-10-24,35252890.864764415,43416.966543655,False,23.27,58.9596608383,131.8378095647,False
108,(2024 TP17),2024-10-24,4632994.198238045,20811.392536035,False,24.108,40.0825161851,89.6272308991,False
109,(2024 UY),2024-10-24,295390.194584005,38255.7757237816,False,29.173,3.890048147,8.6984120924,False
110,(2024 UJ1),2024-10-24,3459186.194876692,44042.6670722165,False,26.701,12.1438103607,27.1543854724,False
111,(2024 UY1),2024-10-24,14156247.06901865,55134.7920017276,False,25.311,23.0332370172,51.5038837124,False
112,(2024 UH3),2024-10-24,10887328.675396537,28774.10404133,False,25.478,21.3282379143,47.6913898166,False
113,(2024 UQ3),2024-10-24,899090.798271796,24586.0414029006,False,29.387,3.5249663591,7.8820643973,False
114,(2024 UB5),2024-10-24,1114126.127602084,39613.206236584,False,28.064,6.4826858551,14.4957262487,True
115,2202 Pele (1972 RA),2024-10-22,37295463.62002499,27897.9599787327,False,17.17,978.4868119418,2187.963026589,False
116,450649 (2006 UY64),2024-10-22,8478125.589241179,48509.294528165,False,19.49,336.1669211578,751.6920874957,False
117,(2007 TN74),2024-10-22,23892348.776581198,47460.1422189416,False,25.6,20.1629919443,45.0858206172,False
118,(2018 CQ1),2024-10-22,65386328.513657294,66014.7820447896,False,21.0,167.7084621628,375.0075217981,False
119,(2019 LU4),2024-10-22,65263853.90435168,75337.6792182127,False,26.55,13.0183210188,29.109850751,False
120,(2019 LD5),2024-10-22,56200716.13557374,48492.5642476376,False,23.39,55.7898221067,124.7498346832,False
121,(2019 RY),2024-10-22,59748032.006445065,48390.961834552,False,24.8,29.1443904535,65.1688382168,False
122,(2020 TK4),2024-10-22,25232153.68813025,51695.5660932478,False,26.3,14.6067964271,32.6617897446,False
123,(2020 TU5),2024-10-22,52846064.77343226,113072.7307565934,True,20.34,227.2767322847,508.2062230927,False
124,(2020 UA),2024-10-22,16844469.49580903,36387.1532831371,False,28.44,5.4519890713,12.1910181761,True
125,(2021 GQ2),2024-10-22,24101711.713715974,47857.3493010401,False,24.57,32.4007435394,72.4502650757,False
126,(2021 LW3),2024-10-22,49805017.89453664,42264.9014613016,False,23.07,64.6479825612,144.557283615,False
127,(2021 WH1),2024-10-22,64705422.663310975,38053.9803315038,False,21.44,136.9477737298,306.2245314272,False
128,(2021 XE6),2024-10-22,14257412.28453105,34830.1274343933,False,24.23,37.8926498379,84.7305408852,False
129,(2022 DA4),2024-10-22,65330764.76806338,72067.8825430117,False,23.62,50.182810059,112.2121745938,False
130,(2022 KA),2024-10-22,33895096.42039341,27273.9879937278,False,25.15,24.8058993152,55.4676771118,False
131,(2023 BA4),2024-10-22,63970222.36041834,40633.2419064232,False,24.78,29.4140601781,65.7718380526,False
132,(2024 JC1),2024-10-22,32915709.11499698,15318.5907654466,False,25.1,25.3837029364,56.7596852866,False
133,(2024 SO3),2024-10-22,41972369.22120499,37162.1983202845,False,21.975,107.0421877237,239.3536082105,False
134,(2024 SE4),2024-10-22,2649146.774996175,7979.9599674135,False,27.72,7.5954756643,16.9839999068,False
135,(2024 SM8),2024-10-22,18884584.41790465,18367.3498785665,False,24.78,29.4140601781,65.7718380526,False
136,(2024 TQ3),2024-10-22,24102959.659147516,30556.439124071,False,23.37,56.3060389749,125.9041306916,False
137,(2024 UL),2024-10-22,12787762.0616617,45166.1536278594,False,23.321,57.5910473409,128.7774967497,False
138,(2024 UR),2024-10-22,2108993.3717925,58737.4556323003,False,24.299,36.7075142964,82.0804972518,False
139,(2024 US),2024-10-22,362461.741367877,28168.3001281375,False,27.936,6.8763025449,15.3758799242,False
140,(2024 UH1),2024-10-22,2534890.190040928,22700.0794368934,False,28.487,5.3352524831,11.9299872294,False
141,(2024 UV3),2024-10-22,8969890.873243151,47154.2134015591,False,25.671,19.5143898374,43.6355022159,False
142,(2024 UL4),2024-10-22,19510633.327713445,49743.7771050252,False,22.426,86.967097647,194.4643421446,False
143,412977 (1990 UO),2024-10-20,69887104.25476429,148185.7480262956,False,19.57,324.0074353942,724.5026507569,False
144,495615 (2015 PQ291),2024-10-20,52394019.75844632,82317.0440716297,False,17.7,766.5755735311,1714.1150923063,False
145,526742 (2006 WR127),2024-10-20,41208195.07212692,53453.4606550249,False,20.49,212.1069878758,474.2856433931,False
146,(2014 US115),2024-10-20,57336403.66954084,68985.4822516714,False,24.6,31.9561886721,71.4562101727,False
147,(2015 KG19),2024-10-20,33890943.16464817,27404.305513672,False,23.39,55.7898221067,124.7498346832,False
148,(2016 JT33),2024-10-20,63083846.22919295,74909.9132592034,False,23.6,50.6471458835,113.2504610618,False
149,(2017 TV4),2024-10-20,50432404.119544506,88016.8498259972,True,19.01,419.3290754861,937.648317729,False
150,(2019 HS),2024-10-20,60167289.14763035,52922.0285262839,False,27.2,9.6506146958,21.5794304844,False
151,(2021 GJ),2024-10-20,48286272.13405793,61281.7844413975,False,25.84,18.053232555,40.3682552065,False
152,(2023 TX19),2024-10-20,45223660.48284521,83176.9794516355,False,25.51,21.0162379322,46.9937366478,False
153,(2024 MB1),2024-10-20,30800098.68533928,13866.1204636198,False,27.23,9.5182032982,21.2833495984,True
154,(2024 RB5),2024-10-20,29988174.167739104,19185.8641613708,False,22.38,88.8290416389,198.6277754808,False
155,(2024 SH1),2024-10-20,2454138.486517462,9628.6868565576,False,26.84,11.3908196722,25.4706471064,False
156,(2024 SC8),2024-10-20,9415395.858307155,13299.4680502881,False,25.86,17.887719524,39.9981568182,False
157,(2024 UE),2024-10-20,937718.823319384,79121.1026008534,False,26.401,13.9429598444,31.1774060197,False
158,(2024 UN),2024-10-20,941445.410979593,50759.3162860549,False,26.567,12.9168012333,28.8828456096,True
159,(2024 UM1),2024-10-20,2578633.340258491,35086.460619923,False,27.807,7.297178613,16.3169874226,False
160,(2024 UT1),2024-10-20,2167752.453090674,34336.2365343529,False,27.731,7.5570966505,16.8981818231,False
161,483547 (2003 WM25),2024-10-18,36254246.55753119,33835.2990958449,False,17.65,784.4314124479,1754.0419619197,False
162,(2002 RD27),2024-10-18,69734212.35934518,45711.1446903076,False,18.14,625.9720996596,1399.716166857,False
163,(2002 YO2),2024-10-18,69033272.63152464,16023.7287122918,False,22.7,76.6575573531,171.4115092306,False
164,(2010 MA),2024-10-18,46135839.6137231,30916.0217873705,False,25.7,19.2555078188,43.0566244241,False
165,(2016 UY35),2024-10-18,58180815.51882084,65080.70097628,False,24.7,30.5179232594,68.2401509401,False
166,(2020 FV3),2024-10-18,59113575.38218674,62908.4110676954,False,27.7,7.6657557353,17.1411509231,False
167,(2020 QP6),2024-10-18,31590057.972084157,32815.1109820884,False,20.73,189.9131234709,424.6586539002,False
168,(2020 TN3),2024-10-18,27921083.802604448,68369.7675966044,False,24.2,38.4197891064,85.9092601232,False
169,(2022 UO),2024-10-18,45863697.61628729,58659.2295480436,False,26.53,13.1387780601,29.3792008837,False
170,(2022 UO10),2024-10-18,7816690.200871103,37089.191745598,False,26.76,11.8182990893,26.4265201422,False
171,(2023 EN2),2024-10-18,69169584.86428781,84566.6942049158,False,23.12,63.1764148185,141.2667581089,False
172,(2024 LE1),2024-10-18,49584342.35151267,28006.0567697649,False,26.31,14.5396842937,32.5117224521,False
173,(2024 RV50),2024-10-18,7417329.411838163,56066.5188018022,True,20.97,170.0415192713,380.2243960879,False
174,(2024 TX2),2024-10-18,11408760.563400341,48707.4840371428,False,23.82,45.7672667231,102.3387195373,False
175,(2024 TN4),2024-10-18,42602338.13376012,42945.2284758631,False,22.57,81.3869880675,181.9868378029,False
176,(2024 TX8),2024-10-18,14119774.06112756,45044.1900702824,False,24.23,37.8926498379,84.7305408852,False
177,(2024 TT9),2024-10-18,9721488.598666485,52856.6780829204,False,24.2,38.4197891064,85.9092601232,False
178,(2024 TB22),2024-10-18,11424314.029547436,79156.9843256747,True,19.296,367.5826264918,821.9397401835,False
179,(2024 UB1),2024-10-18,372481.417746015,28821.9480901613,False,28.437,5.459526478,12.2078723298,True
180,(2024 UV2),2024-10-18,4359093.991995919,31135.3018199519,False,26.247,14.9676967831,33.4687874737,False
181,(2024 UD5),2024-10-18,1586532.818915003,25924.1955471987,False,27.381,8.8788143771,19.8536325069,False
182,162911 (2001 LL5),2024-10-19,72179282.9709726,84212.2420491658,False,19.34,360.2093458029,805.452583346,False
183,(2007 TJ19),2024-10-19,53836134.518650286,72345.6249261415,False,21.08,161.6422833399,361.4431335863,False
184,(2010 GB6),2024-10-19,51665332.138984986,85420.1319034781,False,22.1,101.054341542,225.9643771094,False
185,(2015 XT1),2024-10-19,25586084.610961374,49797.5210651016,False,23.3,58.1507039646,130.0289270043,False
186,(2016 JR38),2024-10-19,14281497.43688254,9085.5102003301,False,24.11,40.0456158192,89.5447191727,False
187,(2019 NC7),2024-10-19,67082678.19682104,97300.9531369829,False,22.12,100.1278697699,223.8927232478,False
188,(2019 UK),2024-10-19,22884205.589095928,44796.6985878284,True,21.63,125.4743563679,280.5691902716,False
189,(2020 TS5),2024-10-19,15433318.053944051,27604.5694249583,False,26.2,15.2951935344,34.201092472,False
190,(2020 VY3),2024-10-19,47169158.22283642,55282.6410512958,False,22.12,100.1278697699,223.8927232478,False
191,(2021 HH1),2024-10-19,26996508.842620496,63280.2107177172,False,23.38,56.0473362252,125.3256537574,False
192,(2021 OD1),2024-10-19,49412134.9176715,23726.7971044044,False,28.27,5.8959660838,13.1837809565,False
193,(2022 WT11),2024-10-19,40527381.284309804,53258.6550793867,False,24.05,41.1675457307,92.0534307207,False
194,(2023 SC1),2024-10-19,33975328.04692182,29888.5279669648,False,23.92,43.7074004031,97.732718421,False
195,(2024 SA3),2024-10-19,14611040.331514575,49343.0117433426,False,22.32,91.3177025518,204.1925904549,False
196,(2024 SA5),2024-10-19,13328184.307197552,29690.6685019133,False,24.36,35.690692667,79.8068149676,False
197,(2024 SV5),2024-10-19,36194053.61056864,33538.2126516345,False,23.16,62.0233152954,138.6883491905,False
198,(2024 TP6),2024-10-19,20906250.706275064,42559.0656515161,False,24.15,39.3147009575,87.9103438561,False
199,(2024 TY21),2024-10-19,1351267.713699716,55860.594653705,False,27.2,9.6506146958,21.5794304844,False
200,(2024 UC),2024-10-19,9199231.468972616,28060.8407210637,False,24.224,37.9974958822,84.9649837673,False
201,(2024 UF),2024-10-19,328530.281609791,76826.0658759426,False,26.308,14.5530820068,32.5416806493,False
202,(2024 UH),2024-10-19,8814705.687356308,37316.7505083697,False,24.391,35.1847910789,78.6755846265,False
203,(2024 UK),2024-10-19,774739.199451079,34321.1409072896,False,24.399,35.0554040043,78.3862663324,True
204,(2024 UU),2024-10-19,771865.005494343,40855.9798538053,False,25.364,22.4778607586,50.2620246451,True
205,(2024 UA1),2024-10-19,6255650.669138327,44061.0439604339,False,23.838,45.3894558874,101.4939088259,False
206,(2024 UW2),2024-10-19,9342493.94397705,42257.8986607264,False,24.891,27.9482729868,62.4942382523,False
207,(2024 UL3),2024-10-19,9001633.74608271,47343.5532005278,False,24.86,28.3501249023,63.3928064522,False
208,(2024 UN3),2024-10-19,4983842.701837183,39651.9974789825,False,26.5,13.3215566698,29.7879062798,False
209,(2024 UP3),2024-10-19,3620302.547354573,77527.8329602169,False,25.674,19.4874483263,43.5752591657,False
210,211871 (2004 HO),2024-10-16,66274327.706973255,86626.9296764446,False,18.86,449.3191996308,1004.7082739702,False
211,(2001 TB2),2024-10-16,51785830.27619194,53462.0858988625,False,21.5,133.2155666981,297.8790627982,False
212,(2012 HH31),2024-10-16,48540009.32994444,19045.2246723302,False,23.79,46.4039528246,103.7623929406,False
213,(2012 VL94),2024-10-16,38232135.06377714,42391.862839728,False,20.01,264.578759932,591.6160926106,False
214,(2015 TG145),2024-10-16,44793380.01317196,64798.3301067216,False,24.4,35.0392641108,78.3501764334,False
215,(2016 UB42),2024-10-16,73039354.41112867,41724.7423856633,False,20.95,171.6148940774,383.7425691085,False
216,(2017 BO6),2024-10-16,22460123.58748783,46707.2744780174,False,26.1,16.0160337979,35.8129403019,False
217,(2018 MG7),2024-10-16,73410377.8181141,57533.5120107596,True,21.39,140.1376971662,313.3574170739,False
218,(2018 TQ1),2024-10-16,60258387.44375726,60456.0259953144,False,23.8,46.1907460282,103.2856480504,False
219,(2021 BK1),2024-10-16,69458500.17882226,117253.0911970764,False,26.35,14.2743051475,31.9183166414,False
220,(2021 UL17),2024-10-16,70937501.59998766,51200.1004654271,False,23.22,60.3330077631,134.9087066453,False
221,(2022 UY),2024-10-16,12175986.434227476,30179.9485595938,False,25.49,21.2106987876,47.4285643393,False
222,(2022 UT15),2024-10-16,42555308.841931194,50670.660245895,False,24.48,33.7718597164,75.5161740526,False
223,(2024 RO12),2024-10-16,19242902.37307246,41458.0691586269,False,21.72,120.3801767384,269.1782583305,False
224,(2024 TD1),2024-10-16,46941527.3662034,38840.5907411342,False,21.82,114.9621762891,257.0632410238,False
225,(2024 UV),2024-10-16,3036362.5357521,46542.0011739797,False,24.997,26.6167470052,59.5168556434,False
226,(2024 US1),2024-10-16,4709634.712937319,78208.9097408762,False,25.11,25.2670754154,56.4988982214,False
227,(2024 UD2),2024-10-16,4090629.977872362,42998.6777502661,False,26.196,15.323394288,34.264151274,False
228,(2024 UY3),2024-10-16,17011864.141775496,48690.9028991002,True,20.412,219.8644312055,491.6318140098,False
229,462238 (2008 CN1),2024-10-17,68174282.33517505,55313.7581324034,True,20.66,196.1349443683,438.5710683707,False
230,(2007 TQ24),2024-10-17,35567947.59925287,43979.7276380045,False,22.06,102.9330820202,230.1653685307,False
231,(2017 KR31),2024-10-17,56970564.50194133,50642.4925548904,False,24.1,40.2304579834,89.9580388169,False
232,(2018 VW4),2024-10-17,65128846.94292383,85511.2810467377,False,24.52,33.1554538086,74.1378485408,False
233,(2019 UZ),2024-10-17,36606099.67066653,62188.2025131996,False,27.8,7.3207398935,16.3696720474,False
234,(2019 UZ7),2024-10-17,63259907.66320021,78692.5728336229,False,21.04,164.6474377554,368.1628631423,False
235,(2019 UH14),2024-10-17,3044666.7135158,37195.5609015073,False,23.8,46.1907460282,103.2856480504,False
236,(2020 CU1),2024-10-17,14249861.960353853,29536.8815250342,False,24.19,38.5971267955,86.3057992509,False
237,(2021 JN2),2024-10-17,55254431.8618107,72789.8274015102,False,23.77,46.8333233136,104.7224945415,False
238,(2021 JG9),2024-10-17,65749986.64903071,51538.0263811945,False,25.2,24.2412481101,54.2050786336,False
239,(2021 TN6),2024-10-17,67554784.52553058,35953.14278569,False,25.06,25.855621208,57.8149266216,False
240,(2022 BM5),2024-10-17,48731550.32875101,26412.540115155,False,25.63,19.8863453236,44.4672199676,False
241,(2023 TK12),2024-10-17,31789054.375219416,68360.1383155705,False,25.77,18.644681832,41.6907759952,False
242,(2023 UH),2024-10-17,53015617.05451795,42485.5260894298,False,26.13,15.796285576,35.3215683399,False
243,(2024 NN11),2024-10-17,61689125.24106837,28370.9829291579,False,19.31,365.2203569583,816.6575449256,False
244,(2024 SD2),2024-10-17,3869210.484640889,21952.0267216332,False,25.65,19.7040262138,44.0595420444,False
245,(2024 ST2),2024-10-17,13462862.721783305,16986.5957818225,False,25.14,24.9203981441,55.7237042765,False
246,(2024 SP3),2024-10-17,47147768.52490658,14693.8751691825,False,21.84,113.9081967216,254.706471064,False
247,(2024 TO1),2024-10-17,8458811.59167717,23619.2984236525,False,25.62,19.978136523,44.6724713292,False
248,(2024 TC10),2024-10-17,51529727.608865425,68208.9978079778,False,21.55,130.1832101881,291.0985075098,False
249,(2024 TQ11),2024-10-17,27510945.040550128,48830.7864742783,False,23.295,58.2847551816,130.328674638,False
250,(2024 TC15),2024-10-17,1835002.284844349,33193.9337339643,False,26.862,11.2759976479,25.2138972547,False
251,(2024 UZ2),2024-10-17,21138011.22706922,37211.8868998276,False,24.365,35.6086063518,79.6232643866,False
252,65679 (1989 UQ),2024-10-15,23325165.64127146,21776.4986510274,True,19.62,316.6321257337,708.0109570008,False
